sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,age_group
non,bac+2,regions_touristiques_services,non,3185,célibataire,4.0,0.36,793.0,5000.0,26951.67318866248,45-59
non,master,regions_touristiques_services,non,1698,célibataire,0.0,0.66,,10000.0,13816.262680129665,45-59
oui,aucun,regions_touristiques_services,oui,2218,veuf,,0.57,805.0,,500.0,30-44
oui,bac,regions_touristiques_services,non,500,divorcé,4.0,0.93,524.0,10000.0,500.0,18-29
oui,doctorat,regions_tertiaires,non,2302,veuf,5.0,0.54,,1201.86,30546.143047613037,45-59
non,bac+2,region_parisienne,non,954,marié,2.0,0.23,,1054.44,15303.876298875744,60+
non,doctorat,region_parisienne,oui,3615,célibataire,4.0,0.49,676.0,5000.0,25773.88434214079,18-29
non,bac+2,regions_touristiques_services,non,3806,divorcé,5.0,0.43,,5000.0,500.0,18-29
oui,master,regions_touristiques_services,non,2892,,,0.17,,,8934.14176341371,18-29
non,doctorat,regions_touristiques_services,oui,3914,divorcé,2.0,0.84,452.0,5000.0,3521.242711206401,18-29
oui,bac,regions_tertiaires,oui,3197,divorcé,,0.98,503.0,843.12,4233.697837574982,18-29
oui,aucun,regions_tertiaires,oui,500,,2.0,0.78,793.0,10000.0,500.0,18-29
oui,aucun,regions_industrielles,non,1851,,4.0,0.03,,5000.0,500.0,18-29
non,bac,regions_touristiques_services,oui,1657,célibataire,,0.18,,5000.0,500.0,30-44
non,doctorat,Provence-Alpes-Côte d’Azur,non,2565,veuf,5.0,0.14,,,6874.504576565261,30-44
oui,bac+2,region_parisienne,non,2389,marié,5.0,0.91,748.0,10000.0,4762.398692680535,60+
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,3877,divorcé,,0.14,796.0,656.06,26791.942931760183,45-59
non,doctorat,regions_industrielles,non,3733,veuf,1.0,0.74,,858.94,500.0,45-59
oui,doctorat,region_parisienne,oui,840,marié,3.0,0.95,,5000.0,27301.04373620307,18-29
non,master,regions_tertiaires,oui,3643,veuf,0.0,0.64,698.0,10000.0,500.0,60+
oui,doctorat,regions_tertiaires,non,3263,marié,,0.11,844.0,965.52,21481.508621667628,45-59
oui,aucun,region_parisienne,oui,2048,célibataire,,0.91,,,500.0,45-59
non,aucun,regions_touristiques_services,non,4582,divorcé,1.0,0.75,,,13328.455418328776,60+
oui,bac+2,regions_tertiaires,non,500,célibataire,,0.69,,10000.0,10058.538288684533,45-59
non,bac,regions_tertiaires,oui,2884,marié,,0.52,705.0,965.45,3156.355028961993,45-59
non,bac,regions_industrielles,non,3359,célibataire,,0.81,,,10275.128142136704,45-59
non,bac,regions_tertiaires,non,2613,,,0.39,,10000.0,500.0,45-59
oui,doctorat,region_parisienne,non,2665,marié,2.0,0.4,785.0,904.54,33541.917204711506,60+
oui,aucun,regions_touristiques_services,oui,3135,divorcé,,0.21,,10000.0,10811.579890657436,18-29
non,master,regions_industrielles,non,1910,célibataire,,0.68,,5000.0,16634.685116942495,18-29
oui,bac,regions_touristiques_services,non,4131,célibataire,5.0,0.12,510.0,863.41,3640.623000749377,45-59
non,master,region_parisienne,oui,2285,divorcé,,0.15,,10000.0,500.0,45-59
oui,bac+2,regions_touristiques_services,non,1445,divorcé,,0.34,672.0,10000.0,500.0,45-59
non,bac+2,regions_touristiques_services,non,2795,veuf,,0.01,611.0,644.72,15775.309195861306,30-44
oui,aucun,regions_tertiaires,oui,2812,marié,0.0,0.82,,5000.0,1983.1179546175915,18-29
oui,aucun,regions_tertiaires,non,2456,marié,,0.0,,,500.0,60+
oui,bac,regions_tertiaires,oui,2453,divorcé,3.0,0.78,804.0,,500.0,60+
oui,master,regions_industrielles,oui,3373,marié,0.0,0.45,,10000.0,29141.920205403832,30-44
oui,bac,regions_touristiques_services,non,4183,,,0.57,,5000.0,27579.82481011792,45-59
oui,bac,regions_touristiques_services,non,3484,célibataire,,0.96,,5000.0,14519.84050878665,45-59
non,master,regions_tertiaires,non,1241,célibataire,,0.74,693.0,10000.0,10316.65384745357,60+
non,doctorat,regions_industrielles,oui,4253,marié,,0.49,738.0,5000.0,29686.67681397136,18-29
oui,doctorat,region_parisienne,non,2968,divorcé,,0.86,,699.43,42098.23728258648,18-29
oui,doctorat,regions_touristiques_services,non,2054,veuf,2.0,0.08,726.0,,37193.73163275152,60+
oui,aucun,regions_touristiques_services,oui,3522,,,0.97,,10000.0,3143.302089382696,30-44
non,bac,regions_touristiques_services,oui,1596,marié,,0.62,576.0,10000.0,1487.9735311106751,45-59
non,aucun,regions_touristiques_services,non,2518,marié,5.0,0.16,356.0,5000.0,500.0,30-44
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,5245,divorcé,2.0,0.41,345.0,,674.3874406919842,18-29
non,aucun,region_parisienne,oui,1895,célibataire,4.0,0.44,749.0,10000.0,5249.559463637888,30-44
oui,bac,regions_touristiques_services,oui,3452,veuf,4.0,0.92,,927.64,500.0,45-59
oui,bac+2,regions_tertiaires,non,3172,marié,,0.51,,818.85,26793.33914559241,60+
non,bac+2,region_parisienne,oui,3169,divorcé,4.0,0.61,,10000.0,500.0,45-59
non,bac,Provence-Alpes-Côte d’Azur,non,3299,,,0.67,,692.85,500.0,45-59
non,doctorat,Provence-Alpes-Côte d’Azur,non,2746,,0.0,0.27,688.0,673.44,2544.0338919489623,60+
oui,master,regions_touristiques_services,oui,2751,,,0.53,515.0,5000.0,6421.684529184082,18-29
non,bac+2,regions_touristiques_services,oui,4110,célibataire,,0.94,,716.0,11881.240860457434,18-29
non,master,regions_tertiaires,non,1435,veuf,3.0,0.9,,849.48,8160.771271682468,30-44
non,master,regions_tertiaires,oui,723,divorcé,2.0,0.94,,,500.0,60+
non,aucun,Provence-Alpes-Côte d’Azur,non,967,marié,,0.64,,5000.0,500.0,18-29
non,master,regions_touristiques_services,non,4032,divorcé,,0.53,,10000.0,22212.549324003103,45-59
non,master,regions_tertiaires,oui,1117,divorcé,2.0,0.75,728.0,10000.0,500.0,45-59
non,master,regions_tertiaires,non,2262,,2.0,0.36,,10000.0,500.0,45-59
non,bac+2,regions_tertiaires,non,948,divorcé,2.0,0.26,,1001.04,2316.650013531266,18-29
non,bac,regions_touristiques_services,non,2268,célibataire,,0.93,,1154.91,500.0,30-44
non,aucun,regions_tertiaires,oui,1507,veuf,,0.96,,5000.0,500.0,45-59
oui,doctorat,regions_touristiques_services,oui,2423,célibataire,0.0,0.72,434.0,,500.0,30-44
oui,master,regions_touristiques_services,non,1333,,0.0,0.9,,972.58,24008.62845286836,18-29
non,doctorat,regions_touristiques_services,oui,3494,divorcé,,0.26,,,16324.19905909522,30-44
non,aucun,regions_touristiques_services,non,3771,célibataire,,0.23,844.0,720.04,500.0,30-44
non,master,regions_touristiques_services,non,857,divorcé,3.0,0.16,630.0,5000.0,500.0,30-44
non,bac,regions_tertiaires,non,1604,,2.0,0.19,,10000.0,500.0,45-59
non,bac,regions_touristiques_services,oui,3696,marié,4.0,0.86,,5000.0,500.0,30-44
non,aucun,region_parisienne,non,716,marié,,0.22,406.0,10000.0,13765.633462646794,18-29
non,master,Provence-Alpes-Côte d’Azur,oui,1295,marié,0.0,0.42,816.0,10000.0,12277.981980939903,60+
non,aucun,regions_industrielles,oui,3306,,3.0,0.49,,10000.0,500.0,45-59
non,master,region_parisienne,non,4485,veuf,4.0,0.35,,,32229.094228449227,30-44
non,aucun,region_parisienne,non,2483,,5.0,0.09,473.0,5000.0,2670.383656098497,60+
non,doctorat,regions_tertiaires,oui,2372,,0.0,0.44,368.0,5000.0,500.0,45-59
oui,bac+2,regions_touristiques_services,oui,1093,,,0.39,812.0,1212.92,4160.426157903108,30-44
non,bac,regions_tertiaires,oui,4030,célibataire,,0.17,841.0,10000.0,15082.920563640397,45-59
oui,master,Provence-Alpes-Côte d’Azur,oui,500,,,0.11,547.0,5000.0,500.0,60+
oui,master,regions_tertiaires,non,2378,veuf,,0.0,361.0,5000.0,500.0,18-29
non,bac,regions_tertiaires,oui,2590,,,0.55,,1319.07,1919.0645405088396,30-44
oui,bac,regions_touristiques_services,non,2288,,,0.81,410.0,,500.0,18-29
non,aucun,Provence-Alpes-Côte d’Azur,oui,3439,marié,,0.29,449.0,741.13,500.0,60+
non,bac,Provence-Alpes-Côte d’Azur,non,1991,divorcé,,0.91,380.0,,5501.063590542835,60+
oui,bac,regions_tertiaires,oui,500,veuf,4.0,0.11,,10000.0,500.0,30-44
oui,doctorat,regions_touristiques_services,oui,2857,,2.0,0.03,,,500.0,45-59
oui,master,regions_touristiques_services,non,1938,,1.0,0.05,331.0,,21080.28875140006,60+
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,1336,marié,,0.31,837.0,10000.0,23795.448425086117,18-29
non,master,region_parisienne,oui,500,célibataire,,0.48,,,500.0,45-59
non,bac,regions_tertiaires,non,2362,veuf,,0.52,848.0,,9116.796793240135,30-44
non,bac+2,regions_tertiaires,non,3059,marié,,0.95,,5000.0,10441.426766867877,45-59
non,aucun,regions_touristiques_services,oui,3490,marié,,0.19,,10000.0,500.0,18-29
non,doctorat,Provence-Alpes-Côte d’Azur,oui,3802,,3.0,0.78,430.0,644.74,31041.89141862505,18-29
oui,doctorat,regions_touristiques_services,oui,2656,célibataire,,0.64,837.0,10000.0,11078.554723335894,60+
non,master,regions_industrielles,oui,1649,divorcé,,0.99,787.0,604.61,500.0,60+
non,bac+2,regions_tertiaires,non,2028,,0.0,0.95,,10000.0,500.0,45-59
non,aucun,regions_touristiques_services,non,2487,célibataire,1.0,0.03,,645.59,2304.666214490657,18-29
oui,bac,Provence-Alpes-Côte d’Azur,non,1511,célibataire,1.0,0.2,,10000.0,13350.112730015251,18-29
non,doctorat,regions_touristiques_services,oui,2028,,5.0,0.76,760.0,,8674.065775266828,30-44
non,bac,regions_touristiques_services,oui,500,divorcé,,0.79,526.0,1040.93,500.0,45-59
oui,doctorat,regions_tertiaires,non,1682,,,0.47,,,500.0,30-44
oui,bac+2,regions_touristiques_services,oui,3645,veuf,4.0,0.97,621.0,743.71,18564.0776462267,60+
oui,master,regions_tertiaires,non,792,marié,,0.82,503.0,,16892.256593175338,18-29
oui,master,Provence-Alpes-Côte d’Azur,non,521,divorcé,3.0,0.18,,10000.0,21807.98852433962,60+
oui,doctorat,regions_tertiaires,non,2435,,,0.89,,,41179.05532061994,60+
non,doctorat,regions_touristiques_services,non,2068,marié,,0.78,,10000.0,500.0,45-59
oui,aucun,regions_industrielles,non,1978,veuf,,0.59,,10000.0,500.0,30-44
non,aucun,regions_industrielles,non,1961,veuf,2.0,0.44,524.0,,500.0,45-59
oui,aucun,regions_touristiques_services,non,2584,,1.0,0.09,,5000.0,8046.205505553663,30-44
oui,bac+2,region_parisienne,non,3232,,,0.9,796.0,371.13,20019.883083705176,18-29
oui,doctorat,region_parisienne,non,1473,,3.0,0.85,818.0,10000.0,43583.34878273814,30-44
oui,aucun,regions_touristiques_services,oui,3774,marié,,0.91,,811.61,500.0,45-59
non,doctorat,regions_tertiaires,oui,2107,célibataire,2.0,0.12,,10000.0,6767.328623308507,18-29
non,aucun,regions_tertiaires,oui,3017,,,0.01,500.0,1158.16,500.0,60+
oui,bac,regions_tertiaires,oui,1592,marié,,0.09,723.0,10000.0,500.0,60+
non,bac,regions_industrielles,non,3701,divorcé,3.0,0.2,774.0,5000.0,14834.964271844226,60+
non,master,regions_tertiaires,non,997,,,0.67,,1018.8,14960.586087927582,30-44
non,doctorat,regions_touristiques_services,oui,3161,veuf,2.0,0.37,590.0,834.56,500.0,30-44
non,doctorat,regions_tertiaires,non,3218,,5.0,0.76,342.0,1047.49,30486.06973950227,30-44
non,bac+2,regions_tertiaires,non,2911,célibataire,1.0,0.9,714.0,10000.0,21418.883722660517,60+
non,aucun,regions_industrielles,non,1929,,1.0,0.26,,10000.0,500.0,18-29
oui,doctorat,regions_touristiques_services,non,1775,marié,1.0,0.76,366.0,5000.0,10182.550534848682,18-29
oui,bac,regions_touristiques_services,non,3665,divorcé,,0.18,,,500.0,18-29
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1374,marié,3.0,0.81,714.0,10000.0,13117.945242301628,60+
oui,bac+2,regions_industrielles,non,2872,divorcé,1.0,0.33,678.0,10000.0,18881.68553120388,30-44
non,doctorat,Provence-Alpes-Côte d’Azur,oui,2167,,,0.99,512.0,5000.0,5186.79782805216,18-29
non,master,regions_industrielles,oui,2919,veuf,3.0,0.46,,10000.0,2481.09959892883,60+
oui,bac+2,regions_touristiques_services,non,4911,veuf,,0.07,,,10147.822069945152,30-44
non,bac+2,regions_touristiques_services,non,1739,divorcé,4.0,0.04,763.0,5000.0,500.0,45-59
oui,bac+2,regions_touristiques_services,non,1173,,4.0,0.72,,5000.0,15432.273114806869,60+
non,bac,regions_touristiques_services,oui,2181,veuf,,0.72,440.0,5000.0,500.0,45-59
oui,master,regions_tertiaires,oui,2876,,,0.14,,5000.0,23468.2433482955,60+
oui,bac,regions_tertiaires,oui,1484,divorcé,4.0,0.14,,765.12,500.0,30-44
oui,bac+2,regions_touristiques_services,non,3899,marié,4.0,0.02,777.0,562.14,3554.3397796209447,45-59
non,bac,Provence-Alpes-Côte d’Azur,oui,1804,,,0.06,,5000.0,500.0,60+
oui,aucun,regions_touristiques_services,oui,3195,,,0.6,,5000.0,1720.2592498520053,60+
non,aucun,regions_touristiques_services,non,500,célibataire,,0.08,,,500.0,60+
oui,bac+2,regions_touristiques_services,non,3621,marié,5.0,0.91,648.0,,500.0,60+
non,bac+2,regions_touristiques_services,non,3141,,1.0,0.98,411.0,,18569.509973487773,30-44
oui,doctorat,region_parisienne,non,5376,divorcé,,0.96,,10000.0,25122.002857507527,45-59
non,master,regions_tertiaires,non,500,célibataire,,0.94,828.0,,500.0,60+
non,aucun,regions_touristiques_services,oui,1120,,,0.2,,5000.0,500.0,45-59
non,bac+2,regions_tertiaires,oui,1851,marié,5.0,0.83,780.0,5000.0,500.0,60+
non,aucun,region_parisienne,oui,2055,marié,1.0,0.17,,5000.0,2477.730488837312,30-44
oui,master,regions_touristiques_services,non,1844,célibataire,2.0,0.09,600.0,743.34,26612.34048782037,60+
non,aucun,region_parisienne,oui,2326,divorcé,1.0,0.81,413.0,916.09,500.0,60+
oui,master,regions_touristiques_services,non,3397,divorcé,,0.79,548.0,,19183.42612544696,60+
oui,doctorat,regions_tertiaires,non,2211,célibataire,4.0,0.52,616.0,1218.35,36720.79622810243,30-44
non,aucun,Provence-Alpes-Côte d’Azur,oui,3612,célibataire,,0.37,,1041.56,500.0,45-59
non,master,regions_tertiaires,oui,1971,divorcé,,0.89,,10000.0,500.0,45-59
non,master,regions_touristiques_services,non,500,,,0.59,794.0,,500.0,45-59
non,bac+2,regions_industrielles,non,1988,divorcé,,0.67,809.0,,500.0,45-59
oui,aucun,regions_tertiaires,non,3901,marié,,0.97,327.0,,14198.651113899925,18-29
oui,master,regions_industrielles,oui,2969,,,0.72,,10000.0,500.0,45-59
oui,aucun,regions_touristiques_services,non,1960,,3.0,0.81,774.0,,500.0,30-44
oui,doctorat,region_parisienne,oui,2422,marié,,0.35,,5000.0,26408.864363556484,45-59
oui,doctorat,region_parisienne,oui,2267,,,0.08,469.0,5000.0,500.0,18-29
non,master,regions_industrielles,oui,3405,veuf,,0.96,,,17740.353316390923,18-29
oui,bac,region_parisienne,oui,1794,célibataire,,0.32,,,4101.548715596796,60+
oui,master,Provence-Alpes-Côte d’Azur,oui,3899,divorcé,4.0,0.37,326.0,10000.0,20246.66434495193,60+
non,bac,regions_tertiaires,oui,3002,célibataire,1.0,0.4,,5000.0,500.0,30-44
oui,bac+2,regions_tertiaires,oui,2777,,,0.44,,,15372.119679838735,45-59
non,aucun,regions_touristiques_services,non,3874,célibataire,,0.71,771.0,,18238.82274133452,30-44
non,master,regions_tertiaires,oui,3059,veuf,,0.23,,5000.0,7190.10447878666,30-44
oui,bac,regions_touristiques_services,non,1303,marié,,0.35,721.0,5000.0,11479.100225197146,18-29
oui,bac+2,regions_touristiques_services,non,2423,veuf,4.0,0.52,,,1408.8785531424908,30-44
oui,aucun,regions_touristiques_services,oui,2239,célibataire,,0.29,654.0,,500.0,18-29
non,aucun,regions_touristiques_services,oui,1103,célibataire,4.0,0.85,,5000.0,500.0,45-59
non,aucun,regions_touristiques_services,oui,2626,,,0.53,,10000.0,500.0,60+
oui,aucun,regions_touristiques_services,non,500,,,0.57,,5000.0,500.0,18-29
non,doctorat,regions_touristiques_services,non,1913,,4.0,0.94,,,500.0,45-59
oui,master,regions_tertiaires,non,2730,marié,1.0,0.7,,,27450.298204825674,60+
non,doctorat,regions_touristiques_services,oui,2574,marié,,0.05,,977.22,500.0,30-44
non,bac+2,regions_touristiques_services,non,2412,célibataire,0.0,0.87,499.0,,9971.1296356007,60+
non,doctorat,regions_touristiques_services,oui,1287,veuf,0.0,0.83,,804.94,10200.202622990795,18-29
oui,master,Provence-Alpes-Côte d’Azur,non,2175,,,0.73,579.0,10000.0,500.0,60+
oui,doctorat,regions_touristiques_services,non,2703,,,0.79,733.0,1053.78,17716.568090749453,45-59
oui,doctorat,Provence-Alpes-Côte d’Azur,non,3723,marié,2.0,0.97,724.0,5000.0,49624.91829353762,45-59
oui,bac+2,regions_tertiaires,non,500,,2.0,0.58,,5000.0,22297.737438200547,60+
oui,aucun,regions_touristiques_services,non,3271,marié,0.0,0.76,,710.44,500.0,60+
non,bac+2,regions_industrielles,oui,2656,veuf,,0.23,,5000.0,500.0,30-44
non,doctorat,regions_touristiques_services,oui,2443,marié,,0.83,,10000.0,8905.165505667977,30-44
oui,bac+2,regions_industrielles,oui,853,divorcé,2.0,0.52,703.0,5000.0,6850.133759587988,45-59
oui,doctorat,regions_tertiaires,oui,2039,veuf,,0.43,549.0,,500.0,60+
non,doctorat,regions_tertiaires,oui,2313,marié,,0.62,695.0,,8330.134989051981,60+
non,master,regions_industrielles,oui,4572,veuf,5.0,0.46,,5000.0,5448.772850408665,45-59
oui,aucun,regions_tertiaires,non,3743,célibataire,,0.47,,714.66,500.0,30-44
oui,bac,regions_industrielles,oui,1341,marié,2.0,0.39,782.0,849.88,500.0,45-59
non,master,regions_touristiques_services,non,2498,marié,3.0,0.06,718.0,10000.0,19370.037466363938,60+
oui,bac+2,regions_touristiques_services,oui,1633,marié,3.0,0.44,353.0,,15631.812846511424,60+
non,master,regions_tertiaires,non,1438,divorcé,2.0,0.98,,766.02,9261.194666903108,30-44
oui,aucun,Provence-Alpes-Côte d’Azur,oui,2542,divorcé,1.0,0.75,,5000.0,500.0,30-44
non,bac+2,regions_tertiaires,oui,4163,marié,,0.95,607.0,,500.0,60+
oui,master,regions_touristiques_services,non,979,célibataire,,0.09,,,18991.448854987422,45-59
non,bac+2,regions_tertiaires,non,3338,,,0.11,,717.99,17564.308222514697,45-59
oui,doctorat,region_parisienne,oui,2876,divorcé,,0.4,,,500.0,30-44
oui,bac+2,Provence-Alpes-Côte d’Azur,non,500,célibataire,,0.27,395.0,,15184.105200847554,18-29
non,doctorat,regions_tertiaires,oui,1816,veuf,1.0,0.4,558.0,5000.0,1862.4561355572528,18-29
oui,aucun,region_parisienne,oui,2721,veuf,5.0,0.59,,,500.0,45-59
oui,aucun,region_parisienne,non,1719,veuf,3.0,0.29,,738.41,500.0,30-44
oui,aucun,regions_touristiques_services,non,2570,célibataire,1.0,0.63,,5000.0,500.0,30-44
oui,bac+2,regions_tertiaires,oui,2463,veuf,4.0,0.46,328.0,5000.0,3670.209077088856,18-29
oui,bac,region_parisienne,oui,2460,célibataire,,0.69,753.0,10000.0,500.0,45-59
non,aucun,region_parisienne,oui,3713,marié,2.0,0.42,,5000.0,500.0,30-44
oui,bac,regions_touristiques_services,oui,3416,marié,0.0,0.08,,10000.0,500.0,18-29
oui,master,regions_touristiques_services,oui,3830,veuf,2.0,0.06,,5000.0,500.0,30-44
oui,doctorat,region_parisienne,non,2233,marié,1.0,0.12,,298.53,39428.024035626215,60+
oui,bac+2,region_parisienne,oui,3425,,1.0,0.01,,,500.0,18-29
oui,aucun,region_parisienne,oui,2409,,,0.71,,,7930.064699884053,30-44
oui,aucun,regions_tertiaires,oui,5001,célibataire,,0.29,342.0,5000.0,500.0,30-44
non,bac+2,Provence-Alpes-Côte d’Azur,non,3228,divorcé,5.0,0.39,,10000.0,500.0,45-59
oui,doctorat,regions_tertiaires,oui,1965,veuf,,0.84,302.0,5000.0,34174.29270793194,30-44
non,doctorat,regions_tertiaires,oui,2712,veuf,4.0,0.96,,5000.0,3596.6611426710924,60+
non,bac+2,regions_tertiaires,oui,3785,divorcé,,0.8,394.0,10000.0,500.0,30-44
non,master,regions_industrielles,oui,2882,veuf,,0.7,,10000.0,500.0,30-44
oui,bac+2,Provence-Alpes-Côte d’Azur,non,1445,divorcé,4.0,0.95,,10000.0,17530.812741714606,18-29
oui,doctorat,region_parisienne,non,568,célibataire,,0.53,797.0,321.62,32885.73651744033,45-59
non,master,regions_tertiaires,oui,2088,célibataire,1.0,0.36,,1114.26,500.0,45-59
oui,master,regions_touristiques_services,oui,3556,,,0.56,,10000.0,22013.082948943786,30-44
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1062,marié,,0.68,,1006.06,7842.668377208252,45-59
oui,bac+2,regions_tertiaires,oui,2672,veuf,,0.07,346.0,758.39,9514.926450822562,60+
non,bac+2,regions_touristiques_services,oui,1700,,,0.03,675.0,,500.0,45-59
oui,master,regions_tertiaires,non,2071,,,0.52,,485.68,500.0,30-44
oui,bac+2,regions_touristiques_services,oui,3410,veuf,,0.87,,,1560.4285952585117,18-29
oui,bac,regions_touristiques_services,oui,4119,célibataire,,0.74,,1091.14,500.0,45-59
oui,aucun,regions_tertiaires,oui,1877,divorcé,,0.68,731.0,5000.0,500.0,30-44
non,aucun,regions_touristiques_services,non,797,célibataire,,0.87,,5000.0,500.0,60+
oui,bac+2,regions_industrielles,oui,3698,marié,4.0,0.34,843.0,10000.0,17931.91195080179,30-44
oui,doctorat,regions_industrielles,non,3787,,,0.82,,5000.0,30866.00421480489,30-44
non,master,regions_tertiaires,oui,2425,divorcé,,0.1,,5000.0,6321.817900129634,18-29
non,master,regions_tertiaires,non,1126,,,0.39,821.0,,23144.196691850517,30-44
oui,master,region_parisienne,oui,3875,veuf,,0.95,,10000.0,8561.546260876165,60+
non,master,regions_tertiaires,non,1569,célibataire,,0.69,828.0,,500.0,60+
oui,aucun,regions_touristiques_services,oui,4520,divorcé,0.0,0.39,756.0,10000.0,500.0,45-59
non,bac+2,regions_touristiques_services,non,3525,,,0.77,305.0,864.62,500.0,18-29
oui,doctorat,regions_industrielles,non,2024,veuf,,0.56,,,24077.99119738903,18-29
non,bac+2,regions_touristiques_services,oui,881,veuf,,0.09,681.0,10000.0,500.0,30-44
oui,aucun,Provence-Alpes-Côte d’Azur,oui,2235,,0.0,0.42,825.0,870.26,15135.786551883626,30-44
oui,bac+2,regions_industrielles,oui,1953,veuf,2.0,0.54,728.0,5000.0,8069.115852258167,60+
oui,aucun,regions_touristiques_services,oui,2697,célibataire,4.0,0.88,,10000.0,1654.6371086232252,60+
oui,master,regions_tertiaires,non,2660,veuf,0.0,0.11,464.0,5000.0,500.0,18-29
non,master,region_parisienne,non,2834,veuf,,0.1,,5000.0,20910.25331055018,30-44
non,doctorat,regions_touristiques_services,non,2338,,3.0,0.42,,,1618.0977808317425,45-59
oui,master,regions_touristiques_services,non,1416,,,0.39,,10000.0,15561.907710474034,18-29
non,aucun,region_parisienne,oui,3933,veuf,4.0,0.22,752.0,10000.0,14130.781737072944,18-29
non,doctorat,regions_tertiaires,non,2358,célibataire,,0.24,417.0,10000.0,11164.771932848866,45-59
non,bac+2,Provence-Alpes-Côte d’Azur,oui,2644,divorcé,,0.29,392.0,5000.0,500.0,60+
non,master,Provence-Alpes-Côte d’Azur,oui,672,marié,,0.06,,,9438.391570404048,45-59
oui,aucun,regions_touristiques_services,non,3518,,5.0,0.37,557.0,,23160.849927200656,45-59
non,master,regions_touristiques_services,non,2605,marié,5.0,0.01,764.0,721.23,26347.825047277667,45-59
non,doctorat,regions_tertiaires,oui,2574,divorcé,1.0,0.14,524.0,10000.0,500.0,18-29
oui,bac+2,regions_touristiques_services,non,911,marié,1.0,0.71,743.0,5000.0,20436.712111452085,60+
oui,doctorat,Provence-Alpes-Côte d’Azur,non,1202,veuf,,0.61,470.0,1077.06,28260.628077719608,18-29
non,aucun,regions_touristiques_services,oui,2267,célibataire,1.0,0.86,,,500.0,30-44
oui,doctorat,regions_industrielles,oui,2107,,2.0,0.21,,,6109.2432256150105,18-29
non,bac+2,regions_touristiques_services,non,1046,divorcé,4.0,0.36,,524.91,500.0,18-29
non,aucun,regions_industrielles,oui,3600,divorcé,,0.6,,5000.0,500.0,45-59
non,doctorat,regions_tertiaires,oui,2597,veuf,,0.59,,,500.0,18-29
oui,bac,regions_tertiaires,oui,557,célibataire,,0.8,,,500.0,60+
oui,bac+2,regions_tertiaires,non,2385,marié,,0.42,827.0,1187.25,7984.868709216357,45-59
non,doctorat,regions_tertiaires,oui,4143,veuf,,0.23,,848.79,500.0,18-29
non,bac+2,regions_tertiaires,oui,3514,,4.0,0.9,,1358.07,500.0,60+
oui,master,regions_touristiques_services,oui,1252,,,0.2,,,13691.832266475009,45-59
non,aucun,regions_industrielles,oui,4871,,,0.01,,10000.0,500.0,30-44
oui,aucun,regions_touristiques_services,oui,2463,marié,,0.03,403.0,780.77,500.0,45-59
oui,bac+2,regions_tertiaires,oui,500,célibataire,,0.53,536.0,10000.0,500.0,30-44
non,aucun,Provence-Alpes-Côte d’Azur,oui,2641,divorcé,,0.65,,,500.0,45-59
oui,master,region_parisienne,oui,3200,célibataire,,0.07,413.0,,21484.33580789843,18-29
oui,bac,regions_tertiaires,non,1533,célibataire,,0.27,412.0,539.56,13480.47288501938,30-44
non,bac+2,regions_touristiques_services,non,2667,marié,,0.08,337.0,371.8,500.0,60+
non,master,regions_tertiaires,oui,2859,célibataire,,0.9,421.0,475.96,500.0,45-59
oui,aucun,regions_touristiques_services,non,6826,,5.0,0.45,,,1623.495217891231,45-59
non,doctorat,region_parisienne,non,3418,veuf,,0.32,545.0,1077.09,38454.41347797358,18-29
oui,doctorat,region_parisienne,oui,1676,célibataire,,0.22,,5000.0,13310.78373073783,45-59
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2040,marié,,0.38,631.0,294.54,500.0,45-59
non,aucun,regions_industrielles,oui,1803,,,0.75,,5000.0,500.0,60+
non,master,region_parisienne,non,2360,divorcé,0.0,0.07,813.0,,22793.390962113543,45-59
non,bac,regions_touristiques_services,oui,2550,célibataire,2.0,0.31,524.0,5000.0,6817.886738272792,60+
non,bac+2,Provence-Alpes-Côte d’Azur,oui,1969,divorcé,,0.5,424.0,5000.0,500.0,60+
oui,master,regions_touristiques_services,oui,3670,,,0.92,,10000.0,23976.348846762678,60+
non,aucun,regions_tertiaires,oui,3031,veuf,2.0,0.04,,1145.34,500.0,45-59
oui,doctorat,regions_industrielles,oui,3051,célibataire,3.0,0.71,,10000.0,12819.150872661288,45-59
non,aucun,regions_industrielles,oui,2946,marié,,0.58,,835.38,500.0,30-44
oui,master,regions_touristiques_services,oui,3130,célibataire,,0.82,472.0,5000.0,500.0,18-29
oui,aucun,Provence-Alpes-Côte d’Azur,non,2080,,1.0,0.79,413.0,10000.0,10253.33495029246,30-44
non,bac,regions_touristiques_services,non,3469,divorcé,,0.99,,820.74,500.0,45-59
non,doctorat,region_parisienne,non,4162,veuf,,0.84,803.0,,17580.996741450374,30-44
non,doctorat,Provence-Alpes-Côte d’Azur,non,793,marié,,0.1,833.0,861.31,500.0,45-59
