,age,sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,risque_personnel,loyer_mensuel,montant_pret
8800,42,oui,aucun,Provence-Alpes-Côte d’Azur,oui,3797,veuf,0.28,5000.0,500.0
8801,32,non,doctorat,Provence-Alpes-Côte d’Azur,oui,584,célibataire,0.61,10000.0,11572.25506619012
8802,27,oui,bac+2,Hauts-de-France,oui,2993,marié,0.7,5175.89104031576,500.0
8803,19,non,doctorat,Auvergne-Rhône-Alpes,non,1514,divorcé,0.26,5175.89104031576,500.0
8804,38,non,master,Auvergne-Rhône-Alpes,non,1499,marié,0.91,1056.54,18988.41980324049
8805,57,oui,aucun,Occitanie,non,4492,marié,0.08,5000.0,20409.533173013977
8806,57,oui,aucun,Corse,oui,3706,divorcé,0.09,10000.0,500.0
8807,41,oui,aucun,Bretagne,oui,967,marié,0.99,10000.0,500.0
8808,64,non,master,Île-de-France,non,4487,marié,0.33,10000.0,500.0
8809,55,non,bac+2,Provence-Alpes-Côte d’Azur,oui,1640,divorcé,0.06,5175.89104031576,500.0
8810,31,non,master,Hauts-de-France,non,2069,marié,0.84,1223.69,500.0
8811,31,non,doctorat,Auvergne-Rhône-Alpes,non,2999,marié,0.68,1180.25,12515.901493828878
8812,67,oui,bac+2,Hauts-de-France,oui,1939,célibataire,0.15,10000.0,500.0
8813,39,non,doctorat,Provence-Alpes-Côte d’Azur,non,3943,divorcé,0.31,10000.0,12555.422708362172
8814,69,non,bac+2,Corse,non,2228,marié,0.81,1414.47,500.0
8815,66,oui,master,Île-de-France,non,2902,marié,0.18,5000.0,32438.84380608241
8816,34,non,bac+2,Corse,oui,2722,divorcé,0.46,10000.0,500.0
8817,49,non,doctorat,Bretagne,non,4079,célibataire,1.0,1047.53,44264.35494154331
8818,34,non,master,Bretagne,non,3400,veuf,0.31,5175.89104031576,11452.403928491243
8819,43,non,doctorat,Auvergne-Rhône-Alpes,non,4167,veuf,0.15,987.2,39146.19106732092
8820,48,oui,aucun,Auvergne-Rhône-Alpes,non,3144,marié,0.63,5175.89104031576,10000.543823461245
8821,33,non,bac,Bretagne,oui,500,marié,0.37,5175.89104031576,500.0
8822,41,non,bac+2,Provence-Alpes-Côte d’Azur,non,2568,marié,0.68,5000.0,500.0
8823,71,non,doctorat,Normandie,oui,2725,divorcé,0.65,10000.0,500.0
8824,59,non,bac,Bretagne,oui,3591,marié,0.93,5175.89104031576,9292.332965764826
8825,31,oui,aucun,Île-de-France,non,4731,marié,0.97,1085.99,500.0
8826,60,non,doctorat,Provence-Alpes-Côte d’Azur,non,2601,divorcé,0.13,5175.89104031576,8998.77950720081
8827,53,oui,aucun,Corse,non,1630,veuf,0.56,466.78,2890.234062971598
8828,31,oui,master,Auvergne-Rhône-Alpes,non,3111,veuf,0.16,5000.0,1900.731171856429
8829,36,non,bac+2,Normandie,oui,4569,célibataire,0.88,10000.0,17851.010910240406
8830,19,oui,bac,Provence-Alpes-Côte d’Azur,non,3495,veuf,0.9,5000.0,500.0
8831,75,oui,master,Provence-Alpes-Côte d’Azur,oui,1376,veuf,0.44,578.53,500.0
8832,69,non,master,Occitanie,non,2253,marié,0.99,5175.89104031576,24217.58389284025
8833,66,non,bac,Corse,oui,4043,marié,0.15,527.91,500.0
8834,63,non,aucun,Occitanie,non,1017,veuf,0.34,10000.0,500.0
8835,53,non,master,Hauts-de-France,oui,1777,marié,0.32,5175.89104031576,500.0
8836,70,oui,master,Normandie,non,2629,célibataire,0.11,5175.89104031576,2352.4355498269483
8837,20,non,bac,Normandie,non,1843,marié,0.7,1162.45,4616.836593578
8838,65,non,bac+2,Corse,non,3163,veuf,0.64,10000.0,12560.855879760538
8839,33,oui,doctorat,Occitanie,non,3746,marié,0.13,5000.0,34859.336062942464
8840,59,non,master,Île-de-France,oui,3426,marié,0.43,1165.94,500.0
8841,59,oui,bac,Auvergne-Rhône-Alpes,oui,3355,marié,0.41,940.81,4360.572207307363
8842,43,non,master,Auvergne-Rhône-Alpes,non,4366,marié,0.7,5175.89104031576,6720.469873067939
8843,51,oui,doctorat,Provence-Alpes-Côte d’Azur,non,3464,marié,0.09,10000.0,40904.420313068695
8844,29,non,doctorat,Île-de-France,non,1463,divorcé,0.59,5175.89104031576,28241.28826311551
8845,21,non,doctorat,Normandie,oui,3342,célibataire,0.22,5000.0,10581.09660359436
8846,35,oui,master,Île-de-France,oui,1938,marié,0.57,10000.0,27380.063977953043
8847,32,non,bac+2,Île-de-France,non,2753,marié,0.91,10000.0,20160.190152647618
8848,20,non,bac,Hauts-de-France,non,2324,célibataire,0.89,5000.0,500.0
8849,71,oui,doctorat,Île-de-France,oui,1099,célibataire,0.89,1056.63,13383.970902758429
8850,49,non,doctorat,Hauts-de-France,oui,1249,veuf,0.21,1210.23,14301.667166197469
8851,71,non,doctorat,Île-de-France,oui,945,veuf,0.75,5175.89104031576,20419.79542820899
8852,53,oui,master,Corse,non,3874,marié,0.18,5000.0,4335.291007454305
8853,27,oui,doctorat,Auvergne-Rhône-Alpes,oui,500,veuf,0.81,5000.0,13002.61504107803
8854,48,oui,aucun,Corse,non,3109,marié,0.58,5000.0,1339.3947702361097
8855,73,non,bac+2,Corse,oui,1789,marié,0.65,5175.89104031576,3765.1462926957392
8856,74,non,bac+2,Hauts-de-France,non,632,veuf,0.03,857.98,2487.304424986002
8857,62,non,doctorat,Occitanie,oui,500,veuf,0.47,284.67,555.2232346125785
8858,53,oui,bac,Normandie,oui,1923,divorcé,0.11,5000.0,500.0
8859,53,non,aucun,Provence-Alpes-Côte d’Azur,non,1825,célibataire,0.82,5175.89104031576,500.0
8860,62,oui,aucun,Provence-Alpes-Côte d’Azur,oui,2125,marié,0.08,358.27,500.0
8861,47,non,bac+2,Provence-Alpes-Côte d’Azur,non,500,célibataire,0.47,5000.0,500.0
8862,24,non,doctorat,Bretagne,oui,500,marié,0.33,5000.0,500.0
8863,44,non,bac+2,Hauts-de-France,oui,3420,marié,0.05,806.25,4504.153730350699
8864,21,non,doctorat,Corse,oui,2265,marié,0.97,5000.0,1675.611186145678
8865,69,oui,doctorat,Normandie,non,2151,veuf,0.46,5175.89104031576,31559.02731660087
8866,67,non,aucun,Hauts-de-France,oui,835,célibataire,0.38,5175.89104031576,500.0
8867,20,non,master,Hauts-de-France,oui,1980,marié,0.4,5000.0,4959.115802559148
8868,30,oui,doctorat,Corse,non,2380,veuf,0.6,5000.0,500.0
8869,42,oui,aucun,Normandie,oui,4163,marié,0.46,5000.0,7737.370574341588
8870,66,non,master,Auvergne-Rhône-Alpes,oui,2873,célibataire,0.59,572.96,500.0
8871,36,non,master,Bretagne,non,3719,divorcé,0.47,5175.89104031576,21242.45716393496
8872,28,oui,aucun,Auvergne-Rhône-Alpes,oui,3222,veuf,0.86,10000.0,500.0
8873,26,oui,doctorat,Bretagne,oui,2280,veuf,0.24,1416.8,500.0
8874,75,oui,aucun,Hauts-de-France,oui,2449,marié,0.09,5175.89104031576,500.0
8875,64,oui,bac+2,Provence-Alpes-Côte d’Azur,non,2361,veuf,0.23,1173.73,28294.452231844323
8876,56,oui,bac,Auvergne-Rhône-Alpes,oui,4683,marié,0.87,5175.89104031576,17315.966732062687
8877,33,non,bac,Île-de-France,oui,3560,marié,0.98,1097.97,7260.969510855186
8878,21,non,bac+2,Occitanie,oui,2370,célibataire,0.14,10000.0,500.0
8879,35,non,aucun,Corse,non,2899,célibataire,0.45,5000.0,945.5205291396836
8880,38,non,bac+2,Hauts-de-France,non,3484,divorcé,0.32,5000.0,20389.31579902852
8881,67,non,master,Normandie,oui,3375,marié,0.36,5000.0,500.0
8882,56,non,bac+2,Île-de-France,non,2794,marié,0.79,5000.0,22019.49930340135
8883,56,non,bac+2,Corse,non,1125,célibataire,0.42,5175.89104031576,500.0
8884,47,oui,doctorat,Auvergne-Rhône-Alpes,oui,2058,marié,0.14,5000.0,18112.57580637872
8885,46,non,bac,Provence-Alpes-Côte d’Azur,non,2790,veuf,0.74,5175.89104031576,500.0
8886,67,non,doctorat,Normandie,oui,4625,marié,0.95,777.55,2289.07875945306
8887,40,non,bac+2,Bretagne,oui,1467,marié,0.92,1217.04,15809.630458339998
8888,29,non,bac,Auvergne-Rhône-Alpes,oui,3780,veuf,0.34,5175.89104031576,3883.911914009419
8889,70,non,aucun,Bretagne,non,3453,divorcé,0.67,887.41,10228.124484214237
8890,74,oui,bac+2,Corse,non,2896,marié,0.3,5000.0,18872.556693981387
8891,40,oui,aucun,Hauts-de-France,oui,1416,marié,0.21,5000.0,500.0
8892,45,oui,aucun,Île-de-France,non,3670,divorcé,0.08,822.54,500.0
8893,69,oui,aucun,Auvergne-Rhône-Alpes,non,1144,divorcé,0.4,5000.0,500.0
8894,27,non,bac+2,Corse,non,1097,marié,0.31,10000.0,500.0
8895,61,non,bac+2,Hauts-de-France,non,3568,marié,0.55,1483.27,500.0
8896,32,oui,bac,Normandie,oui,526,marié,0.43,636.14,500.0
8897,48,oui,master,Hauts-de-France,oui,833,marié,0.55,5000.0,500.0
8898,33,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1610,célibataire,0.17,5175.89104031576,500.0
8899,30,oui,doctorat,Hauts-de-France,oui,2047,marié,0.08,10000.0,500.0
8900,25,oui,master,Bretagne,non,1779,marié,0.7,5175.89104031576,22400.401929338008
8901,50,non,aucun,Hauts-de-France,oui,2062,célibataire,0.37,5175.89104031576,500.0
8902,75,oui,doctorat,Corse,non,2108,marié,0.69,1400.85,3521.362296367858
8903,53,oui,doctorat,Bretagne,non,4408,marié,0.39,1259.71,23972.718039480453
8904,25,oui,master,Corse,oui,500,marié,0.23,5175.89104031576,500.0
8905,38,non,bac+2,Hauts-de-France,oui,3390,célibataire,0.91,5000.0,500.0
8906,66,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,3594,divorcé,0.7,5175.89104031576,7756.066583667335
8907,22,oui,aucun,Normandie,non,929,marié,0.09,987.92,500.0
8908,57,non,bac+2,Occitanie,oui,1568,veuf,0.87,953.37,4949.909048073738
8909,61,non,doctorat,Bretagne,oui,3244,marié,0.92,5000.0,28268.407632575607
8910,32,non,doctorat,Occitanie,non,651,veuf,0.62,5175.89104031576,500.0
8911,54,non,bac,Île-de-France,non,4141,marié,0.06,5175.89104031576,27029.52389340347
8912,37,non,bac,Corse,non,2342,divorcé,0.69,721.82,500.0
8913,39,non,doctorat,Occitanie,oui,2592,célibataire,0.05,5175.89104031576,500.0
8914,69,non,master,Corse,non,2519,divorcé,0.45,5175.89104031576,11233.498372473863
8915,26,non,aucun,Bretagne,non,2652,célibataire,0.85,5175.89104031576,10718.60128450164
8916,28,oui,bac,Normandie,non,2573,marié,0.76,647.77,9369.970780301765
8917,72,non,aucun,Auvergne-Rhône-Alpes,oui,2196,célibataire,1.0,1176.85,500.0
8918,56,non,bac,Corse,oui,2752,marié,0.61,5000.0,500.0
8919,18,non,doctorat,Île-de-France,oui,3362,marié,0.09,745.86,12859.892333070517
8920,68,oui,aucun,Île-de-France,oui,1717,marié,0.32,10000.0,500.0
8921,21,oui,aucun,Auvergne-Rhône-Alpes,oui,3973,marié,0.48,10000.0,7639.1320088106595
8922,59,non,bac,Normandie,non,4791,veuf,0.42,575.21,500.0
8923,51,non,aucun,Provence-Alpes-Côte d’Azur,non,2797,veuf,0.88,10000.0,14407.394949324129
8924,24,oui,bac,Corse,oui,2165,célibataire,0.75,5175.89104031576,500.0
8925,24,non,bac+2,Corse,non,2083,veuf,0.2,5000.0,500.0
8926,27,oui,aucun,Île-de-France,oui,3901,marié,0.15,5175.89104031576,500.0
8927,67,oui,bac,Normandie,oui,2296,divorcé,0.51,5175.89104031576,500.0
8928,70,oui,aucun,Provence-Alpes-Côte d’Azur,non,4083,marié,0.18,1009.24,25331.337162093067
8929,25,oui,bac+2,Corse,non,5763,marié,0.25,5175.89104031576,500.0
8930,27,oui,aucun,Bretagne,oui,2669,marié,0.15,5000.0,500.0
8931,30,oui,master,Bretagne,oui,3578,célibataire,0.58,5000.0,32230.513627373795
8932,70,non,bac+2,Occitanie,non,2050,marié,0.14,5000.0,500.0
8933,33,oui,aucun,Provence-Alpes-Côte d’Azur,oui,2724,marié,0.34,5175.89104031576,10215.211948561966
8934,57,non,doctorat,Île-de-France,non,4994,marié,0.61,5175.89104031576,18415.25257734253
8935,67,non,bac,Normandie,non,1584,veuf,0.07,5175.89104031576,810.2920206052056
8936,60,non,aucun,Bretagne,oui,2374,divorcé,0.56,5000.0,500.0
8937,49,non,aucun,Bretagne,non,2161,marié,0.6,5000.0,3601.2530098400307
8938,29,non,aucun,Normandie,oui,4418,marié,0.0,986.07,500.0
8939,61,non,aucun,Provence-Alpes-Côte d’Azur,non,4384,marié,0.58,5175.89104031576,500.0
8940,53,oui,bac+2,Normandie,non,1908,célibataire,0.07,5000.0,500.0
8941,64,oui,bac,Île-de-France,non,3823,divorcé,0.71,5175.89104031576,26348.69071650976
8942,51,oui,bac,Occitanie,oui,2964,veuf,0.73,1015.4,4245.982450806085
8943,58,oui,doctorat,Auvergne-Rhône-Alpes,non,500,divorcé,0.49,10000.0,500.0
8944,71,non,bac+2,Occitanie,oui,1017,divorcé,0.97,10000.0,500.0
8945,44,oui,doctorat,Hauts-de-France,oui,3778,marié,0.94,1181.75,17225.309212277818
8946,34,oui,bac,Normandie,non,500,divorcé,0.83,5000.0,500.0
8947,25,oui,master,Occitanie,non,2986,veuf,0.41,465.47,500.0
8948,66,non,doctorat,Provence-Alpes-Côte d’Azur,oui,3319,marié,0.78,5175.89104031576,500.0
8949,45,non,bac,Occitanie,oui,4137,marié,0.28,5000.0,8096.368241205189
8950,21,oui,bac,Corse,non,3265,célibataire,0.66,5175.89104031576,17696.42070676709
8951,21,oui,aucun,Occitanie,oui,3137,célibataire,0.58,652.46,500.0
8952,28,oui,master,Provence-Alpes-Côte d’Azur,oui,3962,divorcé,0.93,5000.0,3211.040083034987
8953,29,oui,bac+2,Occitanie,oui,1217,marié,0.22,5175.89104031576,6000.623724878125
8954,19,oui,bac,Corse,non,2185,célibataire,0.36,494.52,5004.737334390796
8955,75,non,bac+2,Bretagne,non,2160,marié,0.02,5175.89104031576,3839.10191996218
8956,24,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2633,célibataire,0.9,5000.0,19432.59029041834
8957,38,non,doctorat,Corse,oui,3146,célibataire,0.08,5000.0,500.0
8958,19,non,master,Provence-Alpes-Côte d’Azur,oui,2082,veuf,0.73,5000.0,3831.934918728269
8959,66,oui,master,Normandie,oui,2489,célibataire,0.14,951.51,500.0
8960,62,non,bac+2,Hauts-de-France,oui,1576,célibataire,0.02,10000.0,500.0
8961,72,non,master,Bretagne,non,3506,divorcé,0.21,818.12,36194.45445810504
8962,63,oui,bac+2,Normandie,non,806,marié,0.24,557.25,1798.457757700044
8963,72,oui,bac+2,Occitanie,non,2571,marié,0.34,745.88,23340.21990166706
8964,19,oui,master,Provence-Alpes-Côte d’Azur,non,3308,divorcé,0.87,5175.89104031576,36664.6295810106
8965,25,non,bac,Normandie,oui,1302,divorcé,0.64,1280.25,500.0
8966,74,oui,aucun,Occitanie,oui,3152,veuf,0.4,5175.89104031576,7670.328578401174
8967,66,oui,master,Île-de-France,non,2988,célibataire,0.6,5175.89104031576,27446.216042395805
8968,66,oui,doctorat,Occitanie,non,3077,divorcé,0.87,675.51,10064.348574631324
8969,30,oui,bac,Bretagne,non,1543,veuf,0.82,5175.89104031576,500.0
8970,61,oui,doctorat,Île-de-France,non,4947,célibataire,0.08,5000.0,19353.79269449597
8971,34,oui,bac,Île-de-France,non,537,divorcé,0.68,459.21,500.0
8972,63,oui,doctorat,Corse,non,2758,veuf,0.11,1119.75,4858.518764839046
8973,27,non,bac+2,Corse,non,3181,divorcé,0.31,87.47,500.0
8974,39,non,doctorat,Normandie,non,867,divorcé,0.03,5000.0,500.0
8975,28,oui,bac,Provence-Alpes-Côte d’Azur,oui,3065,veuf,0.75,5175.89104031576,500.0
8976,37,non,master,Occitanie,non,2253,divorcé,0.86,10000.0,16367.913047181586
8977,59,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2630,marié,0.14,1203.19,13506.830526932004
8978,39,non,doctorat,Occitanie,non,2265,marié,0.33,5175.89104031576,28985.09637543067
8979,23,non,doctorat,Corse,non,3493,veuf,0.24,669.29,24703.979452418724
8980,65,non,aucun,Île-de-France,oui,2613,marié,0.21,10000.0,10014.884139352607
8981,19,oui,bac,Occitanie,oui,1992,marié,0.15,5175.89104031576,6953.460565181961
8982,67,non,aucun,Auvergne-Rhône-Alpes,non,2288,divorcé,0.11,5175.89104031576,5958.763709105505
8983,65,non,aucun,Île-de-France,non,5207,veuf,0.75,10000.0,500.0
8984,68,non,bac+2,Hauts-de-France,non,1752,marié,0.6,5175.89104031576,500.0
8985,38,oui,master,Bretagne,non,3843,célibataire,0.87,5175.89104031576,32051.395584906197
8986,40,non,doctorat,Île-de-France,non,4211,veuf,0.93,1138.91,40757.29055842789
8987,62,non,bac,Occitanie,oui,1409,marié,0.98,5175.89104031576,3371.512781250449
8988,71,non,bac+2,Occitanie,non,3221,divorcé,0.71,5175.89104031576,500.0
8989,26,non,aucun,Île-de-France,oui,4159,célibataire,0.87,5000.0,25993.7998966687
8990,55,non,bac,Auvergne-Rhône-Alpes,non,4360,marié,0.33,5175.89104031576,500.0
8991,52,oui,bac,Occitanie,non,3427,divorcé,0.41,844.03,5620.381218407706
8992,24,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2985,veuf,0.77,5175.89104031576,500.0
8993,70,non,master,Corse,non,1380,divorcé,0.57,555.0,13146.187426386216
8994,33,non,aucun,Hauts-de-France,oui,1419,divorcé,0.04,1316.72,500.0
8995,51,non,aucun,Normandie,oui,1773,marié,0.27,5000.0,500.0
8996,36,oui,aucun,Normandie,oui,2424,veuf,0.08,1023.72,500.0
8997,54,oui,doctorat,Corse,oui,2802,marié,0.03,265.21,7616.609383126196
8998,23,non,bac+2,Corse,oui,2178,célibataire,0.41,788.64,500.0
8999,20,oui,bac,Provence-Alpes-Côte d’Azur,non,4101,marié,0.12,10000.0,23309.481767589496
9000,39,oui,master,Corse,non,3410,veuf,0.09,828.7,500.0
9001,33,non,master,Provence-Alpes-Côte d’Azur,oui,1841,marié,0.64,649.77,500.0
9002,36,oui,aucun,Occitanie,non,943,divorcé,0.09,5000.0,8659.081358493097
9003,62,oui,aucun,Corse,oui,2392,divorcé,0.16,5000.0,500.0
9004,73,non,aucun,Auvergne-Rhône-Alpes,non,742,marié,0.5,5175.89104031576,500.0
9005,62,oui,aucun,Occitanie,non,940,divorcé,0.69,796.85,13709.78613859374
9006,40,oui,bac,Corse,oui,2747,célibataire,0.86,10000.0,500.0
9007,41,non,bac,Auvergne-Rhône-Alpes,non,1852,marié,0.9,10000.0,500.0
9008,31,non,master,Occitanie,non,1971,veuf,0.96,5000.0,13944.107037814936
9009,45,non,bac,Auvergne-Rhône-Alpes,oui,4751,marié,0.08,5000.0,500.0
9010,44,oui,bac+2,Provence-Alpes-Côte d’Azur,non,4335,marié,0.99,705.93,32827.24436567252
9011,37,oui,master,Auvergne-Rhône-Alpes,non,1604,marié,0.08,10000.0,500.0
9012,24,non,master,Occitanie,oui,2021,marié,0.73,10000.0,14986.054568922127
9013,21,non,doctorat,Occitanie,non,1463,célibataire,0.63,10000.0,18337.217536562537
9014,65,non,doctorat,Hauts-de-France,oui,3305,veuf,0.53,5175.89104031576,10452.945263428395
9015,50,non,bac,Normandie,non,3127,divorcé,0.07,10000.0,500.0
9016,42,non,bac+2,Bretagne,oui,4231,célibataire,0.55,5000.0,500.0
9017,61,non,master,Provence-Alpes-Côte d’Azur,non,3515,veuf,0.91,996.84,2651.776492166848
9018,46,non,aucun,Corse,oui,1215,veuf,0.13,986.03,500.0
9019,56,non,master,Corse,oui,1912,divorcé,0.35,5000.0,500.0
9020,26,non,master,Provence-Alpes-Côte d’Azur,oui,3249,célibataire,0.86,5000.0,22358.524841270264
9021,56,oui,bac,Île-de-France,oui,2236,veuf,0.05,5000.0,27810.765097068997
9022,19,oui,aucun,Corse,oui,2877,marié,0.35,5175.89104031576,3409.6489431689424
9023,52,oui,master,Bretagne,oui,581,marié,0.99,5175.89104031576,16638.894402492777
9024,20,oui,doctorat,Normandie,oui,3664,divorcé,0.3,1025.27,36310.70103595029
9025,46,oui,doctorat,Île-de-France,oui,4007,divorcé,0.85,919.19,26091.938817390765
9026,60,non,bac+2,Occitanie,non,2002,marié,0.56,5000.0,17101.262016515462
9027,46,non,doctorat,Occitanie,oui,1207,marié,0.26,10000.0,500.0
9028,18,non,bac,Hauts-de-France,non,3368,marié,0.77,10000.0,500.0
9029,40,oui,bac+2,Occitanie,non,2901,marié,0.05,5000.0,500.0
9030,28,oui,doctorat,Île-de-France,oui,2656,célibataire,0.97,5175.89104031576,500.0
9031,25,non,master,Auvergne-Rhône-Alpes,non,960,marié,0.8,5175.89104031576,500.0
9032,62,non,master,Auvergne-Rhône-Alpes,oui,938,marié,0.02,10000.0,12655.682411960945
9033,20,non,bac+2,Île-de-France,non,2788,célibataire,0.27,5175.89104031576,32063.341931718296
9034,72,oui,aucun,Auvergne-Rhône-Alpes,oui,500,marié,0.51,5175.89104031576,500.0
9035,52,oui,master,Normandie,non,1380,divorcé,0.44,5175.89104031576,500.0
9036,68,oui,bac+2,Bretagne,oui,3847,divorcé,0.45,5175.89104031576,500.0
9037,70,non,master,Auvergne-Rhône-Alpes,non,578,veuf,0.78,647.92,500.0
9038,28,oui,bac+2,Bretagne,non,4100,divorcé,0.69,5175.89104031576,16208.76936325034
9039,44,oui,bac,Hauts-de-France,non,3600,divorcé,0.19,5000.0,18313.02077541089
9040,64,oui,doctorat,Occitanie,oui,500,veuf,0.17,10000.0,15106.714730723636
9041,25,oui,bac+2,Hauts-de-France,oui,2239,célibataire,0.11,5175.89104031576,8933.102972161352
9042,61,non,bac+2,Occitanie,non,2315,célibataire,0.01,5175.89104031576,11265.909886069068
9043,51,non,aucun,Île-de-France,non,2239,marié,0.82,5000.0,500.0
9044,31,oui,aucun,Hauts-de-France,non,5170,veuf,0.66,5000.0,500.0
9045,56,oui,doctorat,Corse,non,659,marié,0.76,5175.89104031576,23178.674741119205
9046,72,non,aucun,Hauts-de-France,oui,4663,célibataire,0.4,10000.0,500.0
9047,41,non,bac,Hauts-de-France,non,1122,célibataire,0.83,5175.89104031576,500.0
9048,51,non,aucun,Provence-Alpes-Côte d’Azur,oui,2134,célibataire,0.15,5000.0,500.0
9049,28,non,doctorat,Normandie,oui,1896,marié,0.66,10000.0,18974.56224437024
9050,35,non,bac+2,Corse,non,3940,veuf,1.0,5000.0,20390.656266756887
9051,61,non,master,Provence-Alpes-Côte d’Azur,oui,2075,divorcé,0.35,5000.0,500.0
9052,34,oui,doctorat,Auvergne-Rhône-Alpes,oui,4726,veuf,0.96,862.84,2650.839360145725
9053,71,oui,doctorat,Auvergne-Rhône-Alpes,oui,2967,veuf,0.98,5175.89104031576,500.0
9054,41,oui,aucun,Corse,oui,4635,divorcé,0.25,806.17,500.0
9055,71,oui,bac,Occitanie,non,3455,marié,0.69,5175.89104031576,500.0
9056,30,oui,doctorat,Auvergne-Rhône-Alpes,non,2685,divorcé,0.76,10000.0,3691.188441439243
9057,32,non,bac+2,Île-de-France,oui,2439,marié,0.69,5000.0,4958.72243782953
9058,63,non,bac,Provence-Alpes-Côte d’Azur,non,2709,divorcé,0.93,596.52,500.0
9059,64,non,doctorat,Hauts-de-France,non,1973,marié,0.25,10000.0,19051.90334688945
9060,29,non,bac+2,Provence-Alpes-Côte d’Azur,oui,4237,marié,0.55,5000.0,16299.535507368504
9061,73,oui,bac+2,Auvergne-Rhône-Alpes,non,1972,célibataire,0.48,936.44,12427.860233021844
9062,64,non,bac,Hauts-de-France,non,5350,marié,0.77,5000.0,22323.85656501331
9063,59,oui,bac+2,Île-de-France,non,3222,divorcé,0.67,10000.0,17436.956878805213
9064,40,non,master,Auvergne-Rhône-Alpes,oui,3982,marié,0.93,5175.89104031576,29005.64727344003
9065,21,non,aucun,Corse,non,500,célibataire,0.32,10000.0,500.0
9066,41,non,doctorat,Bretagne,non,2142,marié,0.42,5175.89104031576,24192.193002658845
9067,45,non,bac+2,Bretagne,oui,1992,veuf,0.55,868.32,8995.32605076591
9068,67,non,bac+2,Île-de-France,oui,500,divorcé,0.65,5000.0,8113.163426821808
9069,39,non,aucun,Provence-Alpes-Côte d’Azur,oui,2055,divorcé,0.4,572.66,500.0
9070,21,oui,doctorat,Hauts-de-France,oui,1159,divorcé,0.74,5000.0,7686.360874423631
9071,28,oui,doctorat,Auvergne-Rhône-Alpes,non,3288,marié,0.49,5000.0,39850.276110339575
9072,47,non,master,Provence-Alpes-Côte d’Azur,non,3008,marié,0.77,5175.89104031576,576.4275913911271
9073,37,non,bac,Normandie,oui,1823,divorcé,0.46,10000.0,500.0
9074,34,oui,master,Occitanie,non,2526,veuf,0.4,5175.89104031576,1285.843664772567
9075,34,non,bac+2,Corse,non,3141,marié,0.05,5000.0,1509.9816677046977
9076,69,non,master,Île-de-France,oui,1603,marié,0.57,10000.0,500.0
9077,53,oui,aucun,Hauts-de-France,non,3083,célibataire,0.07,5175.89104031576,15530.663079594751
9078,55,oui,aucun,Île-de-France,oui,2359,marié,0.46,10000.0,500.0
9079,74,non,aucun,Occitanie,non,1165,marié,0.99,5000.0,500.0
9080,59,non,doctorat,Normandie,non,1850,marié,0.47,1017.73,500.0
9081,29,non,doctorat,Île-de-France,oui,1870,marié,0.32,5000.0,17833.57610297613
9082,44,oui,aucun,Bretagne,non,2378,marié,0.97,10000.0,17246.814114742196
9083,72,non,doctorat,Provence-Alpes-Côte d’Azur,oui,3009,célibataire,0.82,999.35,17676.732572630357
9084,52,non,master,Hauts-de-France,oui,4535,marié,0.14,5000.0,500.0
9085,64,non,doctorat,Provence-Alpes-Côte d’Azur,non,500,marié,0.26,5175.89104031576,500.0
9086,61,non,aucun,Occitanie,non,2952,marié,0.42,5175.89104031576,500.0
9087,45,oui,aucun,Hauts-de-France,non,3148,marié,0.45,10000.0,500.0
9088,62,non,bac,Île-de-France,non,883,marié,0.06,5000.0,16626.303215791766
9089,32,oui,bac+2,Provence-Alpes-Côte d’Azur,non,3227,divorcé,0.15,5000.0,23081.03218447189
9090,52,non,aucun,Auvergne-Rhône-Alpes,non,2328,veuf,0.73,5000.0,500.0
9091,45,oui,bac+2,Île-de-France,oui,4082,marié,0.24,5175.89104031576,500.0
9092,58,oui,doctorat,Auvergne-Rhône-Alpes,oui,2930,célibataire,0.89,937.63,500.0
9093,52,oui,master,Auvergne-Rhône-Alpes,oui,4039,célibataire,0.95,821.42,28249.371913412244
9094,73,non,master,Bretagne,non,2399,marié,0.73,5000.0,500.0
9095,71,non,doctorat,Île-de-France,oui,3277,célibataire,0.72,10000.0,6166.441577325173
9096,58,non,doctorat,Provence-Alpes-Côte d’Azur,oui,2162,marié,0.1,5175.89104031576,500.0
9097,60,non,doctorat,Occitanie,oui,4664,marié,0.7,10000.0,25714.180038775467
9098,42,non,bac+2,Auvergne-Rhône-Alpes,oui,2794,célibataire,0.18,814.77,500.0
9099,49,non,master,Occitanie,non,2635,divorcé,0.63,604.86,500.0
9100,37,non,doctorat,Normandie,non,2196,marié,0.75,708.35,500.0
9101,23,non,aucun,Hauts-de-France,oui,1846,marié,0.47,718.18,500.0
9102,46,oui,master,Hauts-de-France,oui,3322,marié,0.91,5000.0,28054.192203997904
9103,65,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,3762,marié,0.42,5175.89104031576,30668.030788734803
9104,71,oui,bac,Hauts-de-France,non,2024,célibataire,0.57,330.72,500.0
